Size (SIZE);Parallel Time;Execution
2500;0.742547;1
2500;0.743335;2
2500;0.751033;3
2500;0.751279;4
2500;0.753506;5
2500;0.769078;6
2500;0.732172;7
2500;0.727221;8
2500;0.725107;9
2500;0.791136;10
2500;0.735666;11
2500;0.774240;12
2500;0.730057;13
2500;0.745099;14
2500;0.791987;15
2500;0.731498;16
2500;0.738136;17
2500;0.727739;18
2500;0.779417;19
2500;0.738976;20
