Size (SIZE);Parallel Time;Execution
2500;1.268859;1
2500;1.271736;2
2500;1.273656;3
2500;1.271558;4
2500;1.270330;5
2500;1.269172;6
2500;1.269437;7
2500;1.272716;8
2500;1.269032;9
2500;1.268182;10
2500;1.270301;11
2500;1.270498;12
2500;1.271912;13
2500;1.272571;14
2500;1.268058;15
2500;1.272300;16
2500;1.269326;17
2500;1.270359;18
2500;1.266408;19
2500;1.270510;20
